,anger,disgust,fear,joy,neutral,sadness,surprise,contempt,index,sentence,number of sentences,positive,negative,confidence of lex,length,period,question mark,exclamation point,ellipses,label
5010,0,0,0,1,0,0,0,0,5011,what do you mean iklota supporter?,0.1,1.0,0.0,1.0,0.04697986577181208,0.0,1.0,0.0,0.0,contempt
5011,0,0,0,0,1,0,0,0,5012,and why not?,0.1,0.0,0.0,1.0,0.026845637583892617,0.0,1.0,0.0,0.0,neutral
5012,0,0,0,0,1,0,0,0,5013,i am not,0.1,0.0,0.0,1.0,0.020134228187919462,0.0,0.0,0.0,0.0,neutral
5013,0,0,0,1,0,1,0,0,5014,tum! You have become my mother before me.,0.2,0.5,0.5,0.5,0.06711409395973154,0.5,0.0,0.5,0.0,disgust
5014,0,0,0,0,1,0,0,0,5015,Why do you feel like this now?,0.1,0.0,0.0,1.0,0.053691275167785234,0.0,1.0,0.0,0.0,anger
5015,0,0,0,0,1,0,0,0,5016,uhh idhar aao. see this. Look at this album and see whose photo is on the first page.,0.3,0.0,0.0,1.0,0.14093959731543623,1.0,0.0,0.0,0.0,neutral
5016,0,0,0,0,0,1,0,0,5017,"This is my mother, what is the problem with me?",0.1,0.3333333333333333,0.6666666666666666,0.5,0.08053691275167785,0.0,1.0,0.0,0.0,neutral
5017,1,0,0,1,0,0,0,0,5018,this is the album of our honeymoon,0.1,1.0,0.0,0.5,0.04697986577181208,0.0,0.0,0.0,0.0,contempt
5018,0,0,0,0,1,0,0,0,5019,"ohh toh haha ​​thike one thing works, take out my picture and put your mom's here",0.1,0.0,0.0,1.0,0.12080536912751678,0.0,0.0,0.0,0.0,neutral
5019,1,1,1,0,0,1,0,0,5020,"Look, look, you have given it to me, but mummyji, you can't even take him out of the album, and you are hell-bent on throwing him out of the house.",0.1,0.0,1.0,0.25,0.26174496644295303,1.0,0.0,0.0,0.0,fear
5020,1,0,0,0,0,0,0,0,5021,"Sweety, dad and mom keep talking about this, you have heard that they spent a good night in the high court.",0.1,1.0,0.0,0.5,0.1610738255033557,1.0,0.0,0.0,0.0,neutral
5021,1,0,1,0,0,0,0,0,5022,in the high court?,0.1,0.0,0.0,0.5,0.03355704697986577,0.0,1.0,0.0,0.0,surprise
5022,1,0,0,0,0,0,0,0,5023,divorce lene gaye the,0.1,0.0,1.0,0.4,0.026845637583892617,0.0,0.0,0.0,0.0,neutral
5023,0,0,0,1,0,0,0,0,5024,"Because dad asked mom on a sunny night whether you like children and mom said yes, so dad placed 4 children in mom's hand.",0.1,1.0,0.0,0.75,0.18120805369127516,1.0,0.0,0.0,0.0,neutral
5024,0,0,0,0,1,0,0,0,5025,whom?,0.1,0.0,0.0,1.0,0.013422818791946308,0.0,1.0,0.0,0.0,neutral
5025,0,0,0,0,1,0,0,0,5026,Haan of Chipkali! relax they'll handle each other,0.2,0.0,0.0,1.0,0.06711409395973154,0.0,0.0,1.0,0.0,joy
5026,0,0,0,0,1,0,0,0,5027,"How can you support Baldev, Indravardhan?",0.1,0.0,0.0,1.0,0.053691275167785234,0.0,1.0,0.0,0.0,anger
5027,0,0,1,0,0,1,0,0,5028,Simple... because in this case Baldev's age is there... if Baldev's poetry is the problem then we should give divorce to Rosesh also Maya..,0.3,0.0,1.0,0.3333333333333333,0.19463087248322147,0.0,0.0,0.0,1.0,anger
5028,0,0,0,0,0,1,0,0,5029,"Rosesh never recited a poem on someone's funeral procession... I remember... Baldev recited a poem on Sarup's mummy's funeral procession... and what kind of poem was that... ""Now no one will be able to say anything to you, mother-in-law. hello, enjoy your death sasuma... jalo jalo jalo""",0.7,0.7142857142857143,0.2857142857142857,0.35294117647058826,0.42953020134228187,0.16666666666666666,0.0,0.0,0.8333333333333334,contempt
5029,1,1,1,0,0,1,0,0,5030,"haa to.. if baldev writes a poem worse than roses then this is not even a small poem... why don't you say ""baabul moraa... babulaaaa moraa"" in the morning?",0.3,0.0,1.0,0.25,0.24161073825503357,0.0,0.3333333333333333,0.0,0.6666666666666666,contempt
5030,0,0,0,0,1,0,0,0,5031,this is called riyaas,0.1,0.0,0.0,1.0,0.026845637583892617,0.0,0.0,0.0,0.0,neutral
5031,0,0,0,0,1,0,0,0,5032,"Babul is the name of his servant... He said which husband would be able to do this, ""Babul moraa... Babulaa mora"".. Baldev mora nahi kya shakti.",0.3,0.0,1.0,1.0,0.2214765100671141,0.3333333333333333,0.0,0.0,0.6666666666666666,contempt
5032,0,0,0,0,1,0,0,0,5033,Indravardhan you are talking very stupid things.,0.1,0.5,0.5,1.0,0.053691275167785234,1.0,0.0,0.0,0.0,anger
5033,0,0,0,0,1,0,0,0,5034,"aray... poor Baldev had to go to a similar classical singing show... empty house... kept saying ""aaaaaa"" for 2 hours in the auditorium... still no one came",0.5,1.0,0.0,1.0,0.2214765100671141,0.0,0.0,0.0,1.0,contempt
5034,1,0,0,0,0,0,0,0,5035,"And Maya, I have to say that I have to take divorce from Baldev and not from Baldev, Baldev should get divorce from Sarupa.",0.1,0.0,1.0,0.4,0.18120805369127516,1.0,0.0,0.0,0.0,anger
5035,0,0,0,0,1,0,0,0,5036,"I am talking to you, right?",0.1,1.0,0.0,1.0,0.053691275167785234,0.0,1.0,0.0,0.0,neutral
5036,0,0,0,0,1,0,0,0,5037,umm...yes...umm...yeah..technically,0.4,0.0,0.0,1.0,0.06040268456375839,0.0,0.0,0.0,1.0,neutral
5037,1,0,0,0,0,0,0,0,5038,Does this mean that you are in favor of divorce?,0.1,0.0,1.0,0.4,0.0738255033557047,0.0,1.0,0.0,0.0,neutral
5038,1,0,0,0,0,0,0,0,5039,No no... if... umm... I don't want to give a similar divorce to anyone in my favor.,0.4,0.0,1.0,0.4,0.1476510067114094,0.25,0.0,0.0,0.75,neutral
5039,1,0,0,0,0,0,0,0,5040,what a horribly male chauvinist pig thing to say!... If a woman wants divorce then you will not tolerate it?,0.3,0.0,1.0,0.375,0.15436241610738255,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,disgust
5040,0,0,0,0,1,0,0,0,5041,hahahaa...hahahaha.,0.2,0.0,0.0,1.0,0.026845637583892617,0.5,0.0,0.0,0.5,joy
5041,0,0,0,0,1,0,0,0,5042,"Monisha, how many more should I stir?",0.1,0.0,0.0,1.0,0.06040268456375839,0.0,1.0,0.0,0.0,neutral
5042,0,0,0,0,1,0,0,0,5043,It is written in the book that one should keep stirring for 20 minutes.,0.1,0.0,0.0,1.0,0.10067114093959731,1.0,0.0,0.0,0.0,neutral
5043,0,0,0,0,1,0,0,0,5044,15-17 minutes have already passed,0.1,0.0,0.0,1.0,0.04697986577181208,0.0,0.0,0.0,0.0,neutral
5044,0,0,0,0,1,0,0,0,5045,Where is the coast... you started at 1:30... now only... 1:32 now... hehe.,0.5,1.0,0.0,1.0,0.12080536912751678,0.2,0.0,0.0,0.8,joy
5045,0,0,0,0,1,0,0,0,5046,by the way wo ghadi band hai,0.1,0.0,0.0,1.0,0.04697986577181208,0.0,0.0,0.0,0.0,neutral
5046,0,1,0,0,0,0,0,0,5047,aaila...means the one who made me fool...Gadi took the time to say that he will run this Ghadi for 2-3 months...hmmmm,0.4,0.0,1.0,1.0,0.19463087248322147,0.0,0.0,0.0,1.0,anger
5047,0,0,0,0,1,0,0,0,5048,Meaning you bought a dress that would last only for 2-3 months?,0.1,0.0,0.0,1.0,0.10067114093959731,0.0,1.0,0.0,0.0,neutral
5048,0,0,0,0,1,0,0,0,5049,and what else to do... kabaddi ke paas second hand chije hi to milengi,0.2,0.0,0.0,1.0,0.10067114093959731,0.0,0.0,0.0,1.0,neutral
5049,0,0,0,0,1,0,0,0,5050,hello.. gaffur bhai... kamine... teri to me,0.3,0.0,0.0,1.0,0.06711409395973154,0.0,0.0,0.0,1.0,anger
5050,0,0,0,0,0,1,0,0,5051,"Excuse me... keep the phone down... it's your mistake... and anyway.., this... it has come... look at it again and again... it has become cement... what is this dustbin? throw in me?",0.9,0.0,1.0,1.0,0.2953020134228188,0.0,0.2222222222222222,0.0,0.7777777777777778,neutral
5051,0,0,0,1,0,0,0,0,5052,Nah nahi sahil... um... it does one thing... it saves the floor... it cuts it into 6x6 pieces... haa... and then after that...,0.7,1.0,0.0,1.0,0.20134228187919462,0.0,0.0,0.0,1.0,neutral
5052,0,0,0,0,1,0,0,0,5053,Where will we use tiles in the bathroom?,0.1,0.0,0.0,1.0,0.06040268456375839,0.0,1.0,0.0,0.0,neutral
5053,0,0,0,0,1,0,0,0,5054,"That... where in the world will I put the tiles on my grandmother's house... in fact, I was thinking that... these are the ones that will come... such coasters have been made.",0.5,1.0,0.0,1.0,0.26174496644295303,0.2,0.0,0.0,0.8,neutral
5054,1,0,0,1,0,1,0,0,5055,And if a child eats it by mistake... then there is no tension...,0.2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.10067114093959731,0.0,0.0,0.0,1.0,joy
5055,1,0,0,1,0,0,0,0,5056,But what to do with sweets?,0.1,1.0,0.0,0.5,0.04697986577181208,0.0,1.0,0.0,0.0,neutral
5056,0,0,0,0,1,0,0,0,5057,aray haa!?,0.2,0.0,0.0,1.0,0.026845637583892617,0.0,0.5,0.5,0.0,sadness
5057,1,0,0,1,0,0,0,0,5058,well secondly... who knows why there is sweets in this evening's party?,0.2,1.0,0.0,0.5,0.10067114093959731,0.0,0.5,0.0,0.5,neutral
5058,1,0,0,1,0,0,0,0,5059,That... daddy ji said... that Monisha... today we will make sweets... because Rosesh Bhai is officially going to write poetry.,0.5,1.0,0.0,0.5,0.16778523489932887,0.2,0.0,0.0,0.8,joy
5059,0,0,0,0,1,0,0,0,5060,great....what are you saying!!,0.3,0.0,0.0,1.0,0.053691275167785234,0.0,0.0,0.6666666666666666,0.3333333333333333,surprise
5060,0,0,0,0,1,0,0,0,5061,ahh...there you are,0.2,0.0,0.0,1.0,0.03355704697986577,0.0,0.0,0.0,1.0,joy
5061,0,0,0,0,1,0,0,0,5062,madhusudhan bhai..,0.1,0.0,0.0,1.0,0.020134228187919462,0.0,0.0,0.0,0.0,neutral
5062,0,0,0,0,1,0,0,0,5063,ye...sahil...please take over..,0.3,0.0,0.0,1.0,0.053691275167785234,0.0,0.0,0.0,1.0,anger
5063,0,0,0,1,0,0,0,0,5064,uncle ji... now let's eat the food... will I tell you to eat the food now?,0.3,1.0,0.0,1.0,0.1342281879194631,0.0,0.3333333333333333,0.0,0.6666666666666666,neutral
5064,0,0,0,0,1,0,0,0,5065,I don't want to beat anyone else...,0.1,0.0,0.0,1.0,0.06040268456375839,0.0,0.0,0.0,1.0,neutral
5065,1,0,0,1,0,0,0,0,5066,Momma... you must be wondering what this celebration is for...,0.2,1.0,0.0,0.5,0.08053691275167785,0.0,0.0,0.0,1.0,neutral
5066,0,0,0,0,1,0,0,0,5067,Today my poetry... with my poetry... my reading is evening momma.,0.3,1.0,0.0,1.0,0.09395973154362416,0.3333333333333333,0.0,0.0,0.6666666666666666,sadness
5067,0,0,0,0,1,0,0,0,5068,what!?,0.2,0.0,0.0,1.0,0.020134228187919462,0.0,0.5,0.5,0.0,surprise
5068,0,0,0,0,1,0,0,0,5069,from time immemorial we both will be separated,0.1,0.0,0.0,1.0,0.053691275167785234,0.0,0.0,0.0,0.0,sadness
5069,0,0,0,0,1,0,0,0,5070,But why… why are you reading my poem sweety?,0.1,0.0,0.0,1.0,0.0738255033557047,0.0,1.0,0.0,0.0,neutral
5070,1,1,1,0,0,1,0,0,5071,Because my poetry has always been criticized by my mother... the one whom I considered my lifeline... turned out to be my enemy...,0.3,0.25,0.75,0.2222222222222222,0.174496644295302,0.0,0.0,0.0,1.0,sadness
5071,1,1,1,0,0,0,0,0,5072,very correct... in fact not yours... we turned out to be everyone's enemy..,0.3,0.0,1.0,0.3333333333333333,0.11409395973154363,0.0,0.0,0.0,1.0,neutral
5072,0,0,0,0,1,0,0,0,5073,so go ahead... cut the cake... congratulations... kavita se aajadi mubarak ho,0.4,1.0,0.0,1.0,0.10067114093959731,0.0,0.0,0.0,1.0,joy
5073,0,0,0,0,1,0,0,0,5074,come on come on come on!,0.1,0.0,0.0,1.0,0.04697986577181208,0.0,0.0,1.0,0.0,neutral
5074,0,0,0,0,1,0,0,0,5075,that's it...congratulations...,0.2,0.0,0.0,1.0,0.040268456375838924,0.0,0.0,0.0,1.0,joy
5075,0,0,0,0,1,0,0,0,5076,Because the husband is God...the husband's house is a temple for his wife...,0.2,0.0,0.0,1.0,0.11409395973154363,0.0,0.0,0.0,1.0,neutral
5076,0,0,0,0,1,0,0,0,5077,is this a temple?,0.1,0.0,0.0,1.0,0.03355704697986577,0.0,1.0,0.0,0.0,neutral
5077,0,0,0,0,1,0,0,0,5078,shore!,0.1,0.0,0.0,1.0,0.013422818791946308,0.0,0.0,1.0,0.0,anger
5078,0,0,0,1,0,0,0,0,5079,"Monisha, what are these two of you talking about and what kind of 'Adarshkari' are you playing 'Adarshkari'?",0.1,1.0,0.0,1.0,0.1610738255033557,0.0,1.0,0.0,0.0,neutral
5079,0,0,0,0,1,0,0,0,5080,"In my opinion, a wife should never go to her husband's house to fuck.",0.1,0.0,0.0,1.0,0.11409395973154363,1.0,0.0,0.0,0.0,neutral
5080,1,0,0,0,0,1,0,0,5081,"hehe... what a joke, Monisha, I also said 'Monisha' in that voice so you immediately packed your bag and left for home.",0.2,0.25,0.75,0.5,0.18791946308724833,0.5,0.0,0.0,0.5,neutral
5081,1,0,1,0,0,0,0,0,5082,"But I don't know why... I have full right to give this threat to the wife, I am going to fuck the house... but in reality I am going to fuck the house... not at all.",0.4,0.5,0.5,0.5,0.28187919463087246,0.25,0.0,0.0,0.75,neutral
5082,0,0,0,0,1,0,0,0,5083,don't talk so regressively monisha. If you choose to live at home then you are absolutely capable.,0.2,1.0,0.0,1.0,0.1342281879194631,1.0,0.0,0.0,0.0,anger
5083,0,0,0,0,1,0,0,0,5084,"achha achha... meaning I am here, I want you here, right?",0.2,0.0,0.0,1.0,0.10067114093959731,0.0,0.5,0.0,0.5,anger
5084,0,0,0,1,0,0,0,0,5085,"Monisha, when did I say that, friend?",0.1,1.0,0.0,1.0,0.06711409395973154,0.0,1.0,0.0,0.0,sadness
5085,0,0,0,1,0,0,0,0,5086,I am alive.. I don't like you these days... Even that day in Sheetal's wedding you pinched me like this saying 'Monishaaa',0.2,1.0,0.0,1.0,0.18791946308724833,0.0,0.0,0.0,1.0,sadness
5086,1,0,0,0,0,0,0,0,5087,"When you ask caterers for the price of EPR plate, what do you expect?",0.1,1.0,0.0,1.0,0.10738255033557047,0.0,1.0,0.0,0.0,neutral
5087,1,0,0,1,0,0,0,0,5088,to?... we gave a gift of Rs 1000 to Sheetal... we should not know whether the money has been collected in the marriage or not.,0.4,1.0,0.0,0.5,0.19463087248322147,0.25,0.25,0.0,0.5,neutral
5088,0,0,0,0,1,0,0,0,5089,you are the limit monisha!,0.1,0.0,0.0,1.0,0.040268456375838924,0.0,0.0,1.0,0.0,contempt
5089,0,0,1,0,0,1,0,0,5090,"away, let's keep our problems aside, think about the problems of your aunty.",0.1,0.0,1.0,0.5,0.11409395973154363,1.0,0.0,0.0,0.0,neutral
5090,0,0,1,0,0,1,0,0,5091,There is no problem like that of an aunty!,0.1,0.0,1.0,0.5,0.06711409395973154,0.0,0.0,1.0,0.0,neutral
5091,0,0,0,0,1,0,0,0,5092,That baldev uncle is a number one careless man... It is known that he throws his shoes anywhere... in the direction of a loan... I mean...,0.4,0.0,0.0,1.0,0.20134228187919462,0.0,0.0,0.0,1.0,contempt
5092,1,0,0,1,0,0,0,0,5093,"Thike thike shore, I taught them not to throw their shoes in the same direction, but to throw them in one direction, my way...see.",0.2,1.0,0.0,0.5,0.20134228187919462,0.5,0.0,0.0,0.5,neutral
5093,0,1,0,1,0,0,0,0,5094,baldev uncle eats lemon pickle with spaghetti with white sauce,0.1,0.5,0.5,0.5,0.06711409395973154,0.0,0.0,0.0,0.0,disgust
5094,0,0,0,0,1,0,0,0,5095,to!?... How pale is the spaghetti?,0.4,0.0,0.0,1.0,0.06711409395973154,0.0,0.5,0.25,0.25,neutral
5095,0,0,0,0,1,0,0,0,5096,he gives every table a brand new roomy,0.1,0.0,0.0,1.0,0.053691275167785234,0.0,0.0,0.0,0.0,contempt
5096,0,0,0,0,1,0,0,0,5097,haaa...this is wrong,0.2,0.0,1.0,1.0,0.03355704697986577,0.0,0.0,0.0,1.0,neutral
5097,0,0,0,0,1,0,0,0,5098,hmmm,0.1,0.0,0.0,1.0,0.006711409395973154,0.0,0.0,0.0,0.0,neutral
5098,1,0,1,0,0,1,0,0,5099,Having a roomy table means... a loss of at least 7 rs a day!... that's why I don't keep the roomy side... the skirt is fine... where it is not visible.,0.6,0.0,1.0,0.3333333333333333,0.26174496644295303,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,joy
5099,0,0,0,0,1,0,0,0,5100,Baldev also tells uncle to wear a skirt from time immemorial.,0.1,0.0,1.0,1.0,0.08053691275167785,1.0,0.0,0.0,0.0,neutral
5100,0,0,0,0,1,0,0,0,5101,"And by the way, you are also a member of this group.",0.1,0.0,0.0,1.0,0.09395973154362416,1.0,0.0,0.0,0.0,neutral
5101,0,0,1,0,0,1,0,0,5102,"And you are a member of such a group... even though you are dying, you say ""I'm sorry, I'm sorry"" as if you are saying sorry for killing someone.",0.2,0.0,1.0,0.5,0.2483221476510067,0.5,0.0,0.0,0.5,contempt
5102,0,0,0,0,1,0,0,0,5103,there is a thing called etiquette,0.1,0.0,0.0,1.0,0.040268456375838924,0.0,0.0,0.0,0.0,neutral
5103,1,0,0,0,0,0,0,0,5104,"Hey fuck etiquette etiquette, it takes so much to get a divorce... it is the duty of a wife to serve her husband all her life.",0.2,0.0,1.0,0.4,0.19463087248322147,0.5,0.0,0.0,0.5,neutral
5104,0,0,0,0,1,0,0,0,5105,achha..monisha...,0.1,0.0,0.0,1.0,0.026845637583892617,0.0,0.0,0.0,1.0,neutral
5105,0,0,0,0,1,0,0,0,5106,shore!...I took whatever I said...now my throat is dry...paani lake please,0.4,0.0,0.0,1.0,0.11409395973154363,0.0,0.0,0.0,1.0,sadness
5106,0,0,0,0,1,0,0,0,5107,Abhi laya pativrata devi,0.1,0.0,0.0,1.0,0.026845637583892617,0.0,0.0,0.0,0.0,contempt
5107,0,0,0,0,1,0,0,0,5108,You are eating daal rice or playing xylophone. what is all this... ting ting ting! sounds so down market,0.4,1.0,0.0,1.0,0.1476510067114094,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,disgust
5108,1,1,1,0,0,1,0,0,5109,"ssss... this is even worse indravardhan. i mean ye, ""chup,chup, slurp"" karke khana khana is classic middle class",0.3,0.5,0.5,0.25,0.174496644295302,0.5,0.0,0.0,0.5,disgust
5109,1,0,1,0,0,1,0,0,5110,maya... eat the problem with a spoon... eat it with the heart... eat it directly with the mouth...,0.4,0.75,0.25,0.3333333333333333,0.1476510067114094,0.0,0.0,0.0,1.0,sadness
5110,0,0,0,0,1,0,0,0,5111,"aray daal hai hai, hounga to kuchh to aaaz aaegi na",0.1,0.0,0.0,1.0,0.08053691275167785,0.0,0.0,0.0,0.0,anger
5111,1,0,0,0,0,0,0,0,5112,You eat sandwich also (eating sound) like this. hindi film ki maa kaise hai apne lost baby ke miljanepar (sound) wet puppies like this,0.2,0.8,0.2,0.3333333333333333,0.19463087248322147,1.0,0.0,0.0,0.0,contempt
5112,1,0,1,0,0,1,0,0,5113,There is a desire to eat within me. Didn't care about you. You eat the sandwich as silently as you can... the way you steal the sandwich... aadhi angrej,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.22818791946308725,0.5,0.0,0.0,0.5,contempt
5113,0,0,0,0,1,0,0,0,5114,well… suit yourself. If you want to behave like Monisha... don't eat this ketchup... put it in the bowl.,0.4,1.0,0.0,1.0,0.16778523489932887,0.5,0.0,0.0,0.5,contempt
5114,0,0,0,0,1,0,0,0,5115,ketchup? with whom?,0.2,0.0,0.0,1.0,0.03355704697986577,0.0,1.0,0.0,0.0,joy
5115,0,0,0,0,1,0,0,0,5116,so hi. just ketchup. all by itself.,0.3,0.0,0.0,1.0,0.06711409395973154,1.0,0.0,0.0,0.0,neutral
5116,1,0,1,0,0,1,0,0,5117,"hehehe... monisha crazy, hehehe. Do you only eat ketchup?",0.3,0.5,0.5,0.3333333333333333,0.087248322147651,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,joy
5117,0,0,0,0,1,0,0,0,5118,"Yesterday I was having a chat, we were sitting in front of the TV.",0.1,0.0,0.0,1.0,0.10738255033557047,1.0,0.0,0.0,0.0,contempt
5118,0,0,0,0,1,0,0,0,5119,hmmm!?,0.2,0.0,0.0,1.0,0.020134228187919462,0.0,0.5,0.5,0.0,neutral
5119,0,0,0,0,1,0,0,0,5120,Mummy ji...sandwich banana is so boring isn't it?,0.2,0.0,1.0,1.0,0.08053691275167785,0.0,0.5,0.0,0.5,contempt
5120,0,0,0,0,1,0,0,0,5121,hahahaha!,0.1,0.0,0.0,1.0,0.013422818791946308,0.0,0.0,1.0,0.0,joy
5121,1,0,0,1,0,0,0,0,5122,Today God help us…they are making sweets.,0.1,1.0,0.0,0.5,0.06711409395973154,1.0,0.0,0.0,0.0,fear
5122,0,0,0,0,1,0,0,0,5123,haa to maine hi hi hai hai use bananeko.,0.1,0.0,0.0,1.0,0.06711409395973154,1.0,0.0,0.0,0.0,neutral
5123,0,0,0,1,0,0,0,0,5124,In what happiness!?,0.2,1.0,0.0,1.0,0.03355704697986577,0.0,0.5,0.5,0.0,surprise
5124,0,0,0,0,1,0,0,0,5125,aaaaaa...aaaaa....hehehe.,0.3,0.0,0.0,1.0,0.040268456375838924,0.3333333333333333,0.0,0.0,0.6666666666666666,joy
5125,0,0,0,0,1,0,0,0,5126,"Women are equal to men, why don't they ask for their own destiny?",0.1,0.0,0.0,1.0,0.10738255033557047,0.0,1.0,0.0,0.0,anger
5126,0,0,0,0,1,0,0,0,5127,hmm? hmmm hmmm!,0.2,0.0,0.0,1.0,0.03355704697986577,0.0,0.5,0.5,0.0,neutral
5127,1,1,0,0,0,0,0,0,5128,i don't believe this rubbish about man being the protector of woman... and woman never wants to get divorced from her heart and...,0.2,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.174496644295302,0.0,0.0,0.0,1.0,disgust
5128,1,0,0,0,0,0,0,0,5129,"Another condition...I think every woman wants that ""Oh God, please stop this divorce, please do some reconciliation.""",0.3,0.5,0.5,0.3333333333333333,0.1610738255033557,0.5,0.0,0.0,0.5,sadness
5129,0,0,0,0,1,0,0,0,5130,nonsense!,0.1,0.0,1.0,1.0,0.013422818791946308,0.0,0.0,1.0,0.0,disgust
5130,0,0,0,0,1,0,0,0,5131,you want me to prove it?,0.1,1.0,0.0,1.0,0.04697986577181208,0.0,1.0,0.0,0.0,neutral
5131,1,0,0,0,0,0,0,0,5132,"Well, let's imagine that we both are going through a divorce... hmm... and we have met here today for settlement.",0.3,0.0,1.0,0.4,0.16778523489932887,0.3333333333333333,0.0,0.0,0.6666666666666666,neutral
5132,0,0,0,0,1,0,0,0,5133,you mean role play?,0.1,0.0,0.0,1.0,0.03355704697986577,0.0,1.0,0.0,0.0,neutral
5133,1,0,0,0,0,0,0,0,5134,"Yes, but... from the heart... we really have to behave like we are going to divorce... ready?",0.4,0.0,1.0,0.4,0.1476510067114094,0.0,0.25,0.0,0.75,neutral
5134,1,0,1,0,0,1,0,0,5135,cross my heart,0.1,0.0,1.0,0.3333333333333333,0.020134228187919462,0.0,0.0,0.0,0.0,neutral
5135,0,0,0,0,1,0,0,0,5136,"Well but one minute, how is our relationship at this point.. I mean we have started living separately...",0.1,0.0,0.0,1.0,0.14093959731543623,0.0,0.0,0.0,1.0,neutral
5136,1,0,1,0,0,1,0,0,5137,"ha ha ha ha! We have already fought, you do one thing, apply blue and red color on your face.",0.2,0.0,1.0,0.3333333333333333,0.1610738255033557,0.5,0.0,0.5,0.0,neutral
5137,0,0,0,0,1,0,0,0,5138,hehehe,0.1,0.0,0.0,1.0,0.006711409395973154,0.0,0.0,0.0,0.0,joy
5138,0,0,0,0,1,0,0,0,5139,you are in for some serious trouble husband!,0.1,0.0,0.0,1.0,0.06040268456375839,0.0,0.0,1.0,0.0,anger
5139,0,0,0,0,1,0,0,0,5140,am i?..hehehe,0.1,0.0,0.0,1.0,0.026845637583892617,0.0,0.0,0.0,0.0,joy
5140,0,0,0,0,1,0,0,0,5141,yes you are... okay let's start..,0.2,0.0,0.0,1.0,0.06040268456375839,0.0,0.0,0.0,1.0,neutral
5141,0,0,0,0,1,0,0,0,5142,ok lets..,0.1,0.0,0.0,1.0,0.020134228187919462,0.0,0.0,0.0,0.0,neutral
5142,0,0,0,0,1,0,0,0,5143,aray... welcome welcome... bade achhe maukepe aae... aao aao baitho baitho,0.4,0.0,0.0,1.0,0.09395973154362416,0.0,0.0,0.0,1.0,joy
5143,0,0,0,0,1,0,0,0,5144,I just finished my wedding...,0.1,0.0,0.0,1.0,0.040268456375838924,0.0,0.0,0.0,1.0,sadness
5144,0,0,0,0,1,0,0,0,5145,What happened?,0.1,0.0,0.0,1.0,0.020134228187919462,0.0,1.0,0.0,0.0,neutral
5145,1,0,0,0,0,0,0,0,5146,My wife wants divorce Maya...,0.1,0.0,1.0,0.4,0.040268456375838924,0.0,0.0,0.0,1.0,sadness
5146,1,0,0,0,0,0,0,0,5147,But in the same way you are married to Baldev... why should you divorce Maya?... hehehe.,0.4,0.0,1.0,0.4,0.1342281879194631,0.25,0.25,0.0,0.5,joy
5147,0,0,0,0,1,0,0,0,5148,joke mara baldev...,0.1,0.0,1.0,1.0,0.026845637583892617,0.0,0.0,0.0,1.0,fear
5148,0,0,0,0,1,0,0,0,5149,indravardhan...,0.1,0.0,0.0,1.0,0.013422818791946308,0.0,0.0,0.0,1.0,neutral
5149,0,0,0,0,1,0,0,0,5150,You joked... but it's not... you joke with me 6-7 times a day.,0.3,0.0,1.0,1.0,0.12751677852348994,0.3333333333333333,0.0,0.0,0.6666666666666666,anger
5150,0,0,1,0,0,1,0,0,5151,"Hey Maya, I don't eat but kill her... I only caress her ass... so that she comes to her senses.",0.3,0.6,0.4,0.5,0.16778523489932887,0.3333333333333333,0.0,0.0,0.6666666666666666,fear
5151,0,0,0,0,1,0,0,0,5152,meaning have you become unconscious?,0.1,0.0,1.0,1.0,0.040268456375838924,0.0,1.0,0.0,0.0,neutral
5152,0,0,0,0,1,0,0,0,5153,Nah... I was sleeping like this... why didn't he recite poetry for 4.5 hours long?,0.3,0.0,0.0,1.0,0.12751677852348994,0.0,0.3333333333333333,0.0,0.6666666666666666,neutral
5153,0,0,0,0,1,0,0,0,5154,"But...someone's poetry is heard, so it is known, so...",0.2,0.0,0.0,1.0,0.10067114093959731,0.0,0.0,0.0,1.0,neutral
5154,0,0,0,0,1,0,0,0,5155,right!... and that poem has just been added.,0.3,0.0,0.0,1.0,0.0738255033557047,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,neutral
5155,0,0,0,0,1,0,0,0,5156,what!?... meaning you read the 4.5 hour long poem?,0.4,0.0,0.0,1.0,0.087248322147651,0.0,0.5,0.25,0.25,surprise
5156,0,0,0,0,1,0,0,0,5157,Haa... the subject of the poem was like this... my father's letter.,0.3,0.0,1.0,1.0,0.10738255033557047,0.3333333333333333,0.0,0.0,0.6666666666666666,neutral
5157,0,0,0,0,1,0,0,0,5158,Your father wrote a 9 hour long poem on which letter!?,0.2,0.0,0.0,1.0,0.087248322147651,0.0,0.5,0.5,0.0,surprise
5158,0,0,1,0,0,1,0,0,5159,Only poetry did not exist... we made a complete detailed list of baldev's problem... baldev... list do...,0.4,0.0,1.0,0.5,0.1476510067114094,0.0,0.0,0.0,1.0,neutral
