text,label
"Well, I'll tell ya I do enjoy guilt, but, ah, it wasn't me.",anger
Maybe. Does that scare ya?,neutral
"Oh, honey, the earrings",neutral
"You know, ever since I had that dream about him, and can't    get it out of my head!",joy
Oh yeah right there!,joy
That was a half an hour?,surprise
"Uh, I'm just, I'm just looking out your window. At-at the view. What are you guys doing?",neutral
"Ah, so this is a half-caf, double tall, easy hazel nut, non-fat, no foam, with whip, extra hot latte, right?",neutral
Wanna play strip poker for practice?,sadness
"Okay, ten blocks down. Five to go.",anger
"Well, I just thought it'd make me feel good to do something nice for my friend.",neutral
"Well, it was an accident...You know, it's a lot of oil and sometimes    the hand just slips!",neutral
"Hey, I didn't make up the rules.",neutral
Crew guy.,neutral
Oh - Oh my god!,surprise
"Oh, I blew it. I wouldn't of even hired me.",sadness
"Y'know, twin stuff is always a real big seller.",neutral
"Okay, d'y'see anybody you think could be me?",anger
I can't believe you married him.,surprise
This is about us.,neutral
I'd really prefer a mountain bike.,neutral
You are so cute! How did you get to be so cute?,joy
I-I cannot spend another evening with that man.,disgust
"Really Mr. Geller, you don't have to do this.",neutral
"See? Now, that's why only the little fake men are supposed to do all the kicking.",fear
Oh... Milwaukee.,neutral
Including me?,surprise
"Okay, the other night I was leaving the museum just as Laser Floyd' was letting out of the planetarium, without even trying I sold 50 boxes!",joy
Yes!  Shame about you man.,joy
Maybe we could attack them together?,neutral
Oh my God. He threw up?,disgust
"Now, maybe I would have a problem with this if it wasn't for me and Joshua.",neutral
"Oh, we went to see a collection of Victorian doorknobs and the Cupert-Hewitt museum.",neutral
"So that's dumb what I said, don't tell him I said that.",neutral
"Ok, but you know what? I gotta say, I'm really impressed that    you were able to memorize all this so quickly!",surprise
Can you tell me who is there please?,neutral
"See, if I'm not buried with that ring then my spirit is going to wander the nether world for all eternity",neutral
"No it's Uh, my ex-wife Whitney is out there. I cannot deal with her right now. That woman is crazy!",anger
All I really needed was a plan.,neutral
"I mean pretty soon they're gonna be having kids, and then they're just gonna be hanging out with other couples who have kids.",sadness
Bijan for men?,neutral
Isn't this great?!,joy
Lean lean lean,joy
You're right.,neutral
You mean with Casey.,neutral
Really?! Even Ross?,surprise
"Okay? But-but imagine a lot more lights, okay? And-and y'know fewer bricks, and-and-and flowers, and candles",neutral
"See, here’s  the thing.",neutral
Hey! I call her!,joy
What about the birds?,neutral
"But umm, you're right.",neutral
Waitressing?,surprise
"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",anger
"Well y'know, some people make deals with a friend, like if neither of them are married by the time they're 40, they marry each other.",neutral
"Yes, but you cannot tell anyone! No one knows!",joy
No.  This is my red sweater.,neutral
A week?,anger
We will take a moonlit walk on the Rue de la .,neutral
"Hey, how you doin'?",neutral
I'm not moving out.,neutral
Ahh! Aren't you dressed yet?,surprise
"Ohh, I lost my mom to suicide.",sadness
Oh my God! I love him!,joy
"Ross, I think you misunderstood what I was saying. I just wanted to tell you that I'm going to Florida for a couple weeks.",surprise
"Then we will sprinkle rose pedals on the bed and make love. Not just because it's romantic, but because I can!",joy
No-no-no-no!!,fear
No!! You have been screwing us all day!,anger
You ordered a stripper for the shower?! That is totally inappropriate!,anger
Great story again! The yarns that you weave! Woo-hoo-hoo!,joy
"Ah-ha, nowhere to run!",joy
Whoa! Are you okay?,surprise
How bout I fix you two up?,joy
Allll done!,neutral
"Oh hey, great, you're up. Rachel, this is my sister Krista. Krista, this is Rachel.",neutral
"So, um, will you bring the truck?",neutral
Like Joey's constant knuckle-cracking isn't annoying?,anger
"Just, y'know out.",neutral
"Yeah, I-I'm taking pledges here, eh?",neutral
Uh-huh.,disgust
I found my identical hand twin!,joy
"Ok, yeah, ok.  Oh, OK.",neutral
So how'd it go?,neutral
What d'you think?,neutral
"Hey Joey, what cha doing?",neutral
Oh man!,joy
Just wait.,neutral
That's what I said.,neutral
It’s wrong.,disgust
"Okay, I-I-I'll be right over.",joy
What?! They wanted a scary story!,surprise
"Look I never should have kissed your girlfriend, but I'm",fear
Hm-mm,neutral
I like that.,joy
"Now Monica, I know you're upset, but don't forget.",neutral
Who would you rather sleep with Monica or Rachel?,neutral
"Yeah, I couldn't be mad at him for too long.",neutral
I’m like the one who talked him into it.,joy
You really think so?,joy
"Oh, see now I feel bad for the kid!",sadness
Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it.,neutral
Why don't we just put 'poor little Tooty' out in the hall?,disgust
"Thanks, bye.",neutral
"So, what are you guys in the market for? We've got uh, scarves, tulip post cards...",neutral
"Excuse me, I'm sorry, I'm gonna have to call you back, I've got a Schemp in my office.",neutral
Aren't you with that girl over there?,neutral
Hey! Hey! Be careful around my Porsche!,anger
What uh-oh?,joy
"Look,  'My vessel so empty with nothing inside.",neutral
I win again!,joy
For what? For letting you throw me out of your office?,anger
"Okay, I can do that! Oh, by the way, I",joy
Just like you told her you did!  ... Just pointing out the irony.,neutral
This is the first time in my life I'm doing something that I'm actually good at.,anger
"No-no-no, that' not Joshua.",anger
"Well, sorry, I just, I thought you liked me.",neutral
Mia Hamm!,joy
"Yeah, I Well y'know I-I mean I missed the-the semi-finals, so I'd just be lost.",sadness
"Oh my God Chandler, the one you picked is gone. It's over!",anger
Ha!,neutral
"Oh come on guys, it's not like I moved to Europe! I just moved across the hall! And",joy
What's-what's this nonsense?,fear
That word was swans.,neutral
"Oh, you say someone's name enough, they turn around.",neutral
"Sure!   Yeah! Las Vegas, number one!",joy
"Now, this is last minute so I want to apologize for the mess. Okay?",joy
"And the chefs eat with the other chefs, right?",neutral
"Hi! All right, let's go shoppin'!!",joy
"I'm so sorry. Please, stop freaking out.",fear
That's not mine.,neutral
"Yes it is! From now on, I have no first name.",anger
"Okay, is everybody clear? We're gonna pick it upand move it. Now all we need is teamwork, okay? We're gonna",neutral
"Oh no! That really is nothing, she is",neutral
"Yes, I realize that",neutral
"Hey, Kicky. What're you doing?",neutral
"Oh yeah, now everybody wants to be under this hat!",joy
I love working with designers!,joy
"Wait, wait, wait.",joy
Listen to the plinky-plunky music.,neutral
"I know you really wanted me to name the baby Joey, but eh, so, I'm-I'm, I'm gonna, I'm gonna name the baby Chandler.",neutral
"All right, what's my next present?",neutral
You have no idea what a nightmare this has been. This is so hard.,sadness
She's checking the coats.,neutral
Die Hard 2,neutral
"But ifno look, okay. These jerks might not care about you, but the universe does! And that says a lot!",sadness
He may think I'm sick.,neutral
"Well Ross, you be careful now. You don't want to get a reputation as y'know Professor McNailshisstudents.",joy
"Hey, Mon.",neutral
"No! Really, no, please, please, that's, that's okay.",sadness
Why would I tell him?,neutral
"Oh no! No God, definitely not jealous!",neutral
"Yeah, it must've fallen out a few blocks back. I just figured we hit a dog.",joy
You fell asleep?,surprise
Noo!,anger
The only thing I understand is postponing it is not an option. This is when we're getting married.,neutral
"Ah y'know, this building is on my paper route so I...",neutral
Sperm.,neutral
Gimme this.,neutral
And Ross gave me this great book (holds up the,neutral
"And I wish that we can work it out Ross, but we can't.",sadness
"This bench, it's hollow! I can't believe I never knew that!  Oh, the presents!!!",surprise
Hey-hey!,joy
"All right then, we'll have a definite answer for you on Monday, but I think I can say with some confidence, you'll fit in well here.",neutral
I don't have the money to take her to a fancy place like that.,anger
"Okay, sorry. Yeah.",neutral
"He's in! Oh, did you hear that, Marcel? San Diego. San Diego!",joy
"We were playing chess, you said I was boring, and then you took off your energy mask and you were Cameron Diaz!",anger
"Okay, well then how about a handshake?",neutral
But I'm the host!,surprise
Well. Sounds like you're writing yourself a little play there Rach. Wow! Let me know how that one turns out.,joy
"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy's cell phone?",neutral
"Oh, but he was my pig man...how did I not see this?",anger
Nice! Wow Phoebe you are good!,joy
That's okay.,neutral
"No, Chandler.",neutral
Now get out of here you!!,joy
"Guys, rules are good! Rules help control the fun!  Ohhh!",joy
Monica? You gonna be very proud of me. I just got us dates with two unbelievably cute nurses.,joy
"No, don't look directly at them!",fear
Okay.  Oh! Oh no.,surprise
"Ooh, dude. That's not gonna happen.",neutral
So that's the only reason she could be here huh?,neutral
"I mean really, think about it.",neutral
Our last ocean view room was unacceptable to you.,joy
What are you saying I should do?,neutral
And Joey?,neutral
"Hey, so uh, y'know how there's something I wanted to talk to you about?",neutral
Almost as good as that play with the two naked girls on the see-saw.,joy
Y'know what I think it is?,neutral
"Yeah but, Mischa is so interested in you, that Sergei and I haven't been able to say two words to each other.",anger
Are we really in Montreal?!,surprise
I think somebody needs another lap dance.,joy
Chandler Bing!,surprise
"Oh good, oh Joey and Chandler are back.",joy
"Oh no, I'm fully qualified to",joy
"Flowers of Evil, by Beaudalire. Have you read it?",neutral
I didn't wanna leave him alone.,neutral
"Yeah. Well, umm.....",sadness
Okay! I'll go with ya! I'll go! I'll go with ya.,joy
"Umm, y'know we-we could try dirty talk?",neutral
"Oh, great!",surprise
Grasp one of the linen strips by its easy grab tab' and pull it off in one quick pain free motion.,neutral
"Look, you guys wanna meet the group?",neutral
"All right ladies, here's what we're gonna do.",neutral
Whoo-ho-hoo!,joy
"Y'know, I'm actually glad Phoebe called.",joy
"So uh, how you doin'?",neutral
"Oh no, I think I'm gonna go home and eat ten candy bars.",sadness
"It-it's probably just temporary. We're hoping to get some more money soon, so if could just uh, hang out.",neutral
"No, answer his.",neutral
I wasn't gonna walk all the way back down here with one shoe!,neutral
"Wow, I have the spirit of an old Indian women living in mine.",neutral
"Oh you did, there are twenty in here.",neutral
They're wildly unpopular.,neutral
"Yeah, Rach, I think you're handling that really well.",neutral
You bet.  Maybe some other time?,neutral
Right here!,sadness
How about you?,neutral
Now I gotta be careful?,anger
Not,neutral
Ross! You gotta stop! Okay?! You can't just stare through the peep hole for three hours! You're gonna get peep eye!,anger
"All right, I'm nine years old.",neutral
"Ooh, remember the time I uh, I pinned you down and tickled you til you cried?",joy
It's your timer.,neutral
"Yeah,  a Pretty Huge",joy
"I've read all kinds of books on pregnancy and giving birth, but I-I just didn't think to read the part about what to do when the baby comes.",neutral
Do you really want to pull at that thread?,surprise
Hey-hey.,neutral
"Hey, listen umm, what-what are you doing tonight?",neutral
No!!,disgust
"You know how much I love listening to your music, you know,    but...",neutral
"No way, forget it.",joy
I don't know you guys.,fear
Got it!,joy
"Hello, Joey.",neutral
"No, there were two.",neutral
Oh God.,fear
"Joey, where are the",neutral
"Come on sweetie! You?ve had to work late every night for the past two weeks, what is it this time?",sadness
"But it's $2,000.",surprise
Good!,neutral
"Oh well, hey, Joey's loveable too! But the thing about Joey is, if you need him, he'll be there.",neutral
You mean this.,neutral
I'm sorry.,neutral
"Man, I wish I was naked.",neutral
I started to realize that I was having feelings for someone  else.,neutral
I can't believe this is taking so long. How are you doing?,sadness
"Ohh, you are",neutral
Is it something I'm putting out there?,sadness
I did,anger
"I'm like the bing, bing, bing.",anger
"Oh this, well I'm glad you asked.",joy
You know where I work!,neutral
"Oh that's all right, I'm coming back later with your father.",neutral
We hate that guy.,disgust
Oh whoa-whoa-whoa!,anger
Speech! Speech! Let's hear from the birthday girl! Huh?,joy
Ow!,anger
"Look, I've been thinking about it.",neutral
"Seriously dude, 3 years ago.",joy
Hey guys.,neutral
"Well I'm, I'm a little slow.  Just as our children would be.",neutral
It was a project for one of the Home Ec classes.,neutral
Those are dead serious.,neutral
"Oh wow, you didn't even try to unhook my bra!",surprise
"Oh-no-no-no, you are!",joy
"Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father!",anger
"Yeah, yeah, first there was my aunt Mary, and then there was umm, John, my mailman, and then my, my cowboy friend Albino Bob'.",neutral
"It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!",anger
"Listen, it was nice to see you. I gotta run backstage.",joy
"Okay I've got one for you, if you had too which one would you rather eat, a seeing eye dog or a talking gorilla?",neutral
Maybe?,neutral
"Oh. Okay, bye.",neutral
"Yeah, it's a very large plane.",neutral
"Hello? Yes, she is, hold on a second, please. Monana, it's for you, the credit card people.",neutral
And this is not the only hospital in this city and we have no problem toWhoa!,anger
"Don't try to talk, we'll get you up to your room, we'll soak your feet, you'll be okay.",neutral
There's twelve bucks I'll never see again!,disgust
"This morning, I caught him looking into our apartment.",disgust
"Y'know I don't, I don't need them, huh, I've got you guys now as friends, you and Susan.",anger
Will you marry me?,fear
"I don't know. You uh, you got something for me?",neutral
Thank you!    You haven't said anything...,joy
"Oh, classy.",disgust
"You don't know?! Rach, you balded my girlfriend!",neutral
"Yes, if it really doesn't mean anything, because you know that I'm just not ready",neutral
"Well I, I don't know. Why?",neutral
Yeah. What-what did Tag say?,neutral
Come on!,joy
"Listen about that, the whole uh, who came on to who thing really doesn't matter.",neutral
"Oh, I'm still mad at them but I also now that they bring happiness to lots of kids who's moms didn't kill themselves, so by supporting them, I'm doing a good thing, but I'm not",anger
"Uh, listen, I need that broiling pan that Joey borrowed the other day.",neutral
She was kinda stupid.,neutral
Hey! I did not dump Rachel!  Nor are we still together.  Can I just  Why don't we just let the machine get that?,anger
I'm..,neutral
"Oh, I don't think I ever heard that story.",neutral
Hot dog?,neutral
"Yeah that, plus his mom used to put sour cream on everything!",neutral
"Yeah but after you said it was okay, I figured, ""Why not?!""",joy
So you still in touch with anyone from high school?,neutral
"Hi, I'm Joshua, I'm here to pick up Rachel.",neutral
Oh.... my.... God.,surprise
"Well, you promised me a fun road trip!",joy
"But I should tell you this, this exact same thing happened to my roommate Denise.",neutral
Why don't we do a trial run.,neutral
"Whoa, ah!! We're you just gonna give me some lemonade?",surprise
"Because! Because, it-it-it's It'd be like you having this guitar  and-and never playing it. Okay, this guitar",anger
"Although, I have a hint of morning sickness, and I'm wearing underwear that goes up to aboutthere.",neutral
"Oh, that is so unfortunate.",sadness
God.  I have never been so uncomfortable in my entire life!,joy
We're supposed to meet my parents in 15 minutes.,neutral
Uma Thurman.,neutral
Hello baby girl.,joy
"But sometimes when you, when you playfully punch me like that it-it feels like someone's hitting me with a very tiny but very",joy
"Hey, the ad alone cost 300 bucks!",neutral
A scooter!,surprise
"All right, this has got to stop!",anger
"Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica that's as good as garbage?",anger
"All right, look I was just trying to make a good first impression.",anger
"Well, you're gonna.",neutral
"Oh, yeah, no problems. It's all taken care of.",neutral
"No, we're not.",neutral
What's up?,neutral
Yes. Yes.,neutral
"Oh come on, she wants to snuggle now!",surprise
What difference does that make?!,anger
Got me.,sadness
"Op, can I just tell you something? Very flattered but umm, I'm engaged.",joy
"Nothing, I'm sorry, I'm just, I'm out of sorts.",sadness
Do it!,joy
"Y'know, I've been meaning to talk to you about this whole, little, new European thing you got going on, and I just need to tell you that it makes me very uncomfortable and I justy'knowstop it!",anger
"Okay, now close you eyes, and think of a happy place.",neutral
How's that different?  Oh! Yeah!,surprise
"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",neutral
"Oh! Hey Rach, listen umm",neutral
My what?,surprise
"Oh, she told you about that, huh.",surprise
But then who? The waitress I went out with last month?,surprise
Oh great! That,anger
Please!,sadness
Oh that's all right!,joy
"Oh, hey, Mon, do you still have your like old blouses and dresses from high school?",neutral
I know! You see it is stuff like this which is why  you're burning in hell!!,anger
"Can't do it, can you?",neutral
My Father is Chuck Magioni?,surprise
"Cause you know love lasts forever, y'know.",joy
"What? Ace is high! Jack, queen, king, ace!",surprise
"Uhh, no.",neutral
"Oh, she's coming up! She's coming up!",joy
Twice?,neutral
"Hi, this is Heldi from the Morgan Chase museum. I'm calling for Monica Geller.",neutral
Thanks a lot.,neutral
I'm gonna go down there and teach that guy a lesson.,anger
Well that's a little crazy. Although I am y'know glad to hear that you're branching out on what you look at on the Internet.,neutral
NOOOO!!!!!!!!,anger
Hey hey hey! Don't mind if I do!,joy
"I tired attacking two women, did not work.",neutral
"Who, who are they?",neutral
A freakish thin date with a hanger for her head?,neutral
"Yeah, well, you're wrong! Okay, you're wrong.",anger
I-I wasn't in that.,sadness
I called the company that sent and th-they don't care!,anger
"No,",neutral
"Okay, okay, okay should I be scared?",fear
"Do I? Thank you, so do you.",neutral
Dad?,neutral
I think that a person should know where they come from.,neutral
I could be Chandler's new roommate.,surprise
"Okay, that's a fire. Oh yeah. Oh yeah.",neutral
"Pheebs, if I had never met him this never would have happened!",neutral
"Well that was depressing, I think I just bought a soft pretzel from one of the kids from",sadness
We fell asleep! That is all.,neutral
"I mean it's pretty unbelievable y'know, I mean they just took off, took off without even looking back.",anger
"Hmm, noodle soup.",neutral
I think I'm gonna take-off.,neutral
"Ross, no! There is",anger
"Oh, I'm fine.",neutral
Hi Phoebe.,neutral
No-no!,fear
"Umm, look I like you.",fear
"Why don't we, why don't we see what kind of number he has on his speed dial, and then from that we can tell who has more in common with him.",neutral
I know you botched that operation on purpose.,joy
I wrote you a letter.,neutral
"Well, not really.",neutral
You're so sweet!,joy
Cheese makes me thirsty.,neutral
Don't say it.,fear
How did it go with Erin?,neutral
"You look at me, and nothin'.",neutral
"That is a, that is a second date, that's what that is!",sadness
"And y'know what, I just realised, in the last year I've only gone out with two guys, Richard and Julio.",surprise
I don't think this number's right!,sadness
Shhh!,neutral
"I mean, everyone should have a-a",neutral
But,neutral
Y'know I was thinking if we had aa big fight and uh we broke up for a few hours,neutral
Fine! Do you want something to drink?,anger
So the Porsche guy took his car back.,neutral
If you ever want to redo the bathroom floor.,neutral
Total wuss!,sadness
Nestlé Toll House?,neutral
Looks like I was second to last.,surprise
"Look, I-I know how miserable you are, I wish there was something I can do.",neutral
"Ooh, it's probably a residual check, hey can you open it for me, I'm kinda.",neutral
"Hey, both you guys should be up there with me.",neutral
Relax. It's just Issac's D.J.-ing at the Philly. You should come.,neutral
"We laugh, we play.",joy
What-what is love really?,neutral
"I don't know, I'm sorry, I always slept in the back when we drove up here.",sadness
Ross!,anger
"All right, you're telling me you can eat an entire turkey in just one sitting?",neutral
"Too London? No-no, Rome? Vienna? Ooh-ooh, Barcelona?",joy
"No. No-no-no-no, no. I mean, don't do that. Not, I mean not for me.",anger
"Wait no, honey, honey throw it to me, throw it to me.",neutral
"The next time you want to dump a fire alarm in a trash chute, don't wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""",disgust
"We're supposed to uh, be spending a romantic weekend together, it-it, what is the matter with you?",anger
I have a question.,neutral
"Umm, I am free tomorrow night.",neutral
"Y'know, I always felt like you and I have this-this special bond.",neutral
"I got it. Uh, Joey, women don't have Adam's apples.",neutral
Okay well that's good to know.,sadness
"Oh, I know what I wanted to ask you. You were on the show years ago and then they killed you off. What happened there?",neutral
"Hey, do you think...would it be too weird if I invited Carol over to join us?",neutral
For fun?,neutral
"No-no-no-no, he's not! No! Why are you trying to ruin the game? Come on!",anger
"Ho-ho, so hard we had to throw out your underwear again?",anger
"Well, what about you?",neutral
"Oh, she's not home huh?",surprise
I mean what's more important?,neutral
"Little toast here, ding ding.",joy
I can't believe you're not picking me.,anger
Oh I am!,joy
"Well I had a great time! Learned how to bake, ate great food, that's the first A I've gotten since seventh grade,",joy
"What should I wear, now I'm all nervous.",fear
"All right. If you care enough to make up that load of crap, okay.",anger
"But I really think I can do it, I'm just gonna need some help.",fear
"Yeah-yeah, except Apollo 8 didn't actually land on the moon.",neutral
Joseph Francis Tribbiani are you home yet?!!,neutral
"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone",anger
Hi! Is my misery amusing to you?,anger
"Excuse me. Hi, I'm a professor here. Do you know the Paleontology section, fifth floor, stack 437?",neutral
"Ooh, oh no! I have to go! I have a massage appointment.",sadness
": Yeah, um...  You know you, you should just forget about what I said under the bridge, I was talkin'",neutral
"I-I wanted to apologise if Iy'know seemed a tad edgy yesterday at my shower. Y'know it's just the hormones, y'know.",sadness
Oh.  It's just so unexpected! II uhBoy I'll tell you it's just such an honor to be nominated for a,joy
You! Chuckles! What's your name?,neutral
"All right, there's a nuclear holocaust, I'm the last man on Earth. Would you go out with me?",neutral
"Just listen, Monica, I, do you know, okay, do you know, I couldn't sleep for like a month because I got like a dot of ink on one of the sofa cushions.",neutral
"Wait, just a second.",neutral
"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!",joy
What do you mean this might be your only chance?,surprise
This isn't right.,neutral
All right fine! If it means that much to you! But justthere's gonna be a ton left over.,sadness
DANGER,fear
You kissed another woman!,anger
"Well, that?s the part where you tell him that I moved to France. When actually I?ll be in Cuba.",neutral
Set it down over there and then you can make a contribution!,anger
Okay!,surprise
"I'm not gonna be able to do that for so long, and it's so much fun!",joy
This sounds like a hernia. You have toyou-you go to the doctor!,surprise
What are you writing?,neutral
"Ummmmmmmm, no.",neutral
"Yeah well next thing you know, he'll be telling you that your high heels are good for his posture!",disgust
"Look umm, of all people, you do not want me to tell this story!",anger
This is my wedding.,neutral
Well It's a date.,neutral
"I-I wanna be with her,  I like her.",anger
"Okay, cause when-when he said, ""I can't wait to hear your first words,"" I thought, ""There's a trick.""",surprise
"I mean, San Diego's all well and good, but if you give him to me, I'll start him off against a blind rabbit and give you twenty percent of the gains.",neutral
Fine ... mediocre porn,neutral
Intense and creepy.,neutral
You must've had your hands full.,neutral
Just ignore them.,neutral
"Hey, if mommy can have a wife, daddy can have a bra.",neutral
"Okay. I went down to the Mattress King' showroom and, and I saw Janice, kissing her ex-husband.",sadness
I'm going into business people.,neutral
Does it?,fear
You're over me?,surprise
"We don't have 50 bucks, but would you be willing to trade for it? We've got a canoe.",neutral
"Well, I lost.",sadness
That's right.,joy
"So great. Oh, we took a nap today and my Mom fell asleep on my tummy and purred.",joy
There's one thing missing.,sadness
I'm not! This is what I'm doing now. I've got this job-,neutral
"And remember, there is no I' in team.",neutral
"Oh. Oh, did-did-did I wake you?",surprise
Unless you wanna practice the Foxtrot again? Or-or the Tango?,neutral
"Uh-hmmWait! It gets better. Um, yeah I was in Barcelona.",joy
And people say you don't pay attention.,neutral
"Oh yeah? Well, I'm rubber, you're glue, whatevercan't do it.  Listen, uh- gimme back my puck.",anger
"Hey, hey, hey, her stuff wasn't in it.",neutral
Chandler. I sensed it was you.,neutral
"Well, you said that you had customers lined up in the street,    so I am here to entertain!",joy
A Canadian coin?,neutral
"Hey, when-when was it kicking? What happened?",joy
"That was so awkward, we were really nervous.",neutral
He's a keeper. How are you feeling?,neutral
Hey! How long until Pete's fight?,neutral
No-no-no! We gotta go! Come on!  Here we go.,fear
"I had to ask someone what it's called when the, when the water makes those little bubbles.",neutral
No! No!! No! Can I speak to someone in charge please?!,anger
MY SANDWICH?!!!,anger
So what are you gonna do?,surprise
Fine.,anger
"Oh, ain't this nice? It's so quiet, I could just lie here all day.",joy
I know! I know.,neutral
"Your good heart Rach,  and, and....",sadness
"No, no, my mouth    says the words, my brain is thinking monster trucks!",neutral
"All right, gimme the baby.",neutral
"No, no, I'm still working on mine.",neutral
You found my book?!,anger
"Umm, slight change of plans. We've shut down.",sadness
"Okay. Well, I gotta go you guys. I'll see you later.",neutral
And that they're going to be drinking alot!,anger
It's you that is backwards.,anger
Oh okay. But y'know what? Be careful. Because a guy who was helping me before had to leave because he hurt his back.,neutral
"If I see him, I'll ask.",neutral
"You're a genius, Ross.",joy
"And she was like ""Oh, don't worry!",sadness
No don't! Go back to repeating!,fear
"Um, yeah.",neutral
"Yeah, I think it was better when you guys were sad. Hey, uh, remember the roller blades?",neutral
"Well, she graduated from high school!",anger
"On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with.",neutral
Really? They love him down on six.,surprise
"Hey, Joey!",joy
"I-I-I-I-I don't know, I don't know what to say.",surprise
"Phoebe, why is your bag moving?",surprise
Is that why you wanted to tie my tie?,surprise
"Oh, me too.",joy
Then all the lying and the secrets would finally be over!,joy
"Hey uh, I don't mean to be presumptuous but I have these two tickets to the ballroom dancing finals tomorrow night if you want to go?",fear
"Fire alarm?  Oh! Hi, officerfireman, can-can I help you?",surprise
Kay!,neutral
What was with the dishes?,neutral
"You'll have to pardon my roommate, he wanted to marry this.",neutral
Hey! How's my pal Toby doing today?,joy
I know.  I need more pie.,neutral
"Okay, make sure you look both ways before you cross the street.",neutral
Why are you here?,surprise
I'm Monica Gellar. Who do you know the bride and groom?,neutral
Helloooo? Yeah. Oh my God. Thanks.,joy
"Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir?  Why? What did I say?",joy
"Good! Good, long time no see.",joy
She said what?,surprise
It made me nuts.,disgust
Oh yeah? When?,surprise
Do you all promise?,neutral
Chandler? Do you promise to be good?,neutral
"Like, chasing their tail,  or, uh, jumping to catch a frisbee.",neutral
Oh yeah?  If you're gonna make me choose between you and the hat? I choose the hat.,neutral
"Well,fall out of it.",anger
Hi,neutral
Y'know who I ran into from school? Howie.,neutral
"Hey, you guys! Look what I found in the giiiiiiift shop.  Get up! Get up! Get up!",joy
I mean this is a once in a lifetime opportunity...,neutral
"Joey, I gotta tell ya, I've been thinking",neutral
What?! What?! He was trying to cheer me up! My pony was sick.,surprise
Wow! Nice! Manly and also kind of a slut.,joy
"Okay, what do you guys think?",neutral
Thanks.  Well but this one starts now.,neutral
So if you just give me another chance to make a good impression,neutral
What about all the guys that you've got the phone numbers from?    Why don't you just kiss one of them?,neutral
I love that idea!,joy
How would you feel about taking out my assistant Tag? I'll pay.,neutral
Listen.,neutral
"So just bring it back downstairs, what's the problem?",neutral
"You guys are messing with me, right?",surprise
Why don't you   Wh-what's going on?,fear
Ross has a boyfriend.,neutral
"Well, so, why don't you just turn it off?",joy
"But hey, I know we can decide.",neutral
"Y'know the one from Poughkeepsie, even though she's a two hour train ride away, is really pretty, really smart, and-and a lot of fun.",neutral
Are you sure? Great. Carol? Wanna come over and join us?,neutral
Can I ask you something?,neutral
Well then you'd better hurry! The Angelica! Go! Go!,surprise
You really think it would be that different?,surprise
"Well, it's a pretty big commitment, I mean, what if one of us wants to move out?",neutral
"Well, at least she had the chance to leave a man at the altar...",joy
Oh. They don't.,surprise
"What are you talking about?  She obviously lives on the second floor, seventh apartment from the left!",surprise
String?,neutral
Oh my God!,joy
You're not feeling left out or anything are ya?,neutral
"I don't wanna speak, I don't wanna think.",neutral
"Fine, but I'll have you know that once I taught him that stuff he called me Fun Aunt Rachel.",anger
"Oh sure I am, because you always have to be right.",anger
... Phoebe...?,surprise
Hey! How you doing?,joy
Yes! Great! Give me those cigs! Give it! Give it!,joy
"Yeah, I got that.",neutral
Should I not have told you?,surprise
"Now, look I deserve to know where I came from.",anger
"Are they end to end, or tall like pancakes?",neutral
"Yeah, a slice of cheesecake and-and a date if you're given' em out.",neutral
Can I get a beer.,neutral
Speech! Come on Monica!,joy
"And you! I throw myself at you and you say no, how gay are you?",anger
All right!,neutral
"So, does this  come in another color or",neutral
Your friends are outta here pal.,anger
I thought I heard voices. You must be Chandler.,neutral
"That's great! Wow man, so Joey must've really taught you some stuff huh?",surprise
Are you crazy?,anger
"Yeah, right here in my pocket.  Pheebs?",neutral
"Y'know what I mean, like dubbies?",neutral
Oh not again!,anger
Do you love her?,neutral
I hope you do too.,neutral
I can't believe you said woowoo. I don't even say woowoo.,disgust
Hey-hey-hey. You wanna hear something that sucks.,neutral
You know what? I'm not gonna be able to enjoy this.,sadness
"Because it's impossible to find her apartment! She lives in some like of hot girl parallel universe, or something.",sadness
I believe I read that somewhere!,surprise
Oh shoot! I work Monday nights.,sadness
You're making one right now!,anger
"Yes, hello.",neutral
You don't think they'll judge and ridicule me?,fear
What are you talking about? Bitch.,anger
All the time!,anger
"Oh, yeah, you have to tell her.",neutral
That's-that's great!,joy
No-No! You need your sleep. Night-night! Shh!,anger
Could be Casey.,neutral
"All right! Ross, do you think it's easy for me to see you with somebody else?",anger
"Oh, I have to go tell Monica what a wonderful brother she has!",joy
I really like waking up with you.,joy
What the hell is in there?,surprise
